"sample_year","cruise_id","event_code","station_id","master_station_name","gear","gear_performance","tow_type","nbs_strata","oceanographic_domain","large_marine_ecosystem","region","haul_date","eq_time","eq_latitude","eq_longitude","gear_in_time","gear_in_latitude","gear_in_longitude","gear_out_time","gear_out_latitude","gear_out_longitude","haulback_time","haulback_latitude","haulback_longitude","effort","effort_units","tow_duration","species_tsn","common_name","scientific_name","lhs_code","total_catch_number","total_catch_weight","event_notes","catch_notes"
2003,"SS0301",3,20030101035,"57.5-166","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-02,2003-09-02 15:45:00,57.5015,-166.0377,NA,NA,NA,NA,NA,NA,2003-09-02 16:15:00,57.499,-165.9757,0.2242,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",3211,6358,"coccolithophore area","first 10 lengths are not part of subsample wt"
2003,"SS0301",3,20030101036,"57-166","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-02,2003-09-02 20:33:00,56.9995,-166.0325,NA,NA,NA,NA,NA,NA,2003-09-02 21:03:00,57.0005,-165.9528,0.294,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",4663,10000,NA,"saved a handful for Alan Springer"
2003,"SS0301",3,20030101038,"56-166","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-03,2003-09-03 04:56:00,56.0137,-165.9795,NA,NA,NA,NA,NA,NA,2003-09-03 05:26:00,55.985,-166.0277,0.2682,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",18559,69907,NA,"saved some for Alan Springer"
2003,"SS0301",3,20030101039,"55.5-166","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-03,2003-09-03 16:06:00,55.5195,-165.9943,NA,NA,NA,NA,NA,NA,2003-09-03 16:36:00,55.4805,-166.0055,0.2652,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",9,22,NA,NA
2003,"SS0301",3,20030101040,"55-166","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-03,2003-09-03 20:13:00,55.0215,-165.9983,NA,NA,NA,NA,NA,NA,2003-09-03 20:43:00,54.9903,-165.9927,0.2124,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",30,113,NA,NA
2003,"SS0301",3,20030101043,"55-165","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-04,2003-09-04 15:39:00,54.9812,-164.9922,NA,NA,NA,NA,NA,NA,2003-09-04 16:09:00,55.0195,-165.006,0.2696,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",334,2388,"Just getting light.",NA
2003,"SS0301",3,20030101045,"55.5-165","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-04,2003-09-04 20:28:00,55.4873,-164.9948,NA,NA,NA,NA,NA,NA,2003-09-04 20:58:00,55.529,-165.0137,0.2959,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",107526,5e+05,NA,NA
2003,"SS0301",3,20030101047,"56-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05,2003-09-05 01:15:00,55.9815,-164.9918,NA,NA,NA,NA,NA,NA,2003-09-05 01:45:00,56.0193,-165.0063,0.2594,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",7729,21737,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101049,"56.5-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05,2003-09-05 15:37:00,56.4712,-165.0052,NA,NA,NA,NA,NA,NA,2003-09-05 16:07:00,56.5065,-164.9993,0.2401,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",28732,54880,NA,NA
2003,"SS0301",3,20030101052,"57.25-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05,2003-09-05 23:09:00,57.2382,-164.993,NA,NA,NA,NA,NA,NA,2003-09-05 23:39:00,57.2782,-165.0138,0.2924,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",16682,27347,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101055,"58-165","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-06,2003-09-06 15:33:00,57.9828,-164.9985,NA,NA,NA,NA,NA,NA,2003-09-06 16:03:00,58.0202,-164.9975,0.251,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",12515,25030,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101075,"55.5-164","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-09,2003-09-09 23:26:00,55.5272,-164.0045,NA,NA,NA,NA,NA,NA,2003-09-09 23:56:00,55.4912,-163.9932,0.2305,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",21570,119064,NA,NA
2003,"SS0301",3,20030101005,"64-167","CAN","S","S",8,1,"Bering Sea","NBS",2003-08-22,2003-08-22 20:28:00,63.97,-166.9988,NA,NA,NA,NA,NA,NA,2003-08-22 20:58:00,64.0075,-166.9982,0.2745,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",800,560,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101008,"64-168.5","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23,2003-08-23 04:48:00,63.9633,-168.5303,NA,NA,NA,NA,NA,NA,2003-08-23 05:18:00,64.0013,-168.4958,0.2845,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",400,327,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101009,"64-170","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23,2003-08-23 15:26:00,63.9847,-170.0112,NA,NA,NA,NA,NA,NA,2003-08-23 15:56:00,64.0203,-169.9785,0.2825,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",700,1540,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101122,"60-168.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-09-27,2003-09-27 19:06:00,60.0015,-168.4582,NA,NA,NA,NA,NA,NA,2003-09-27 19:36:00,59.9965,-168.5225,0.1985,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",1,0,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333","no wt"
2003,"SS0301",3,20030101127,"61-171.5","CAN","S","S",12,2,"Bering Sea","NBS",2003-10-02,2003-10-02 17:17:00,61.0128,-171.5545,NA,NA,NA,NA,NA,NA,2003-10-02 17:47:00,60.9978,-171.5007,0.1829,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",2145,1330,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300",NA
2003,"SS0301",3,20030101134,"61-168","CAN","S","S",1,1,"Bering Sea","NBS",2003-10-03,2003-10-03 21:50:00,61.005,-168.04,NA,NA,NA,NA,NA,NA,2003-10-03 22:20:00,61.0038,-167.9592,0.2407,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",9,0,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333.","no wt"
2003,"SS0301",3,20030101138,"62-167.5","CAN","S","S",3,1,"Bering Sea","NBS",2003-10-04,2003-10-04 19:10:00,62.0008,-167.4795,NA,NA,NA,NA,NA,NA,2003-10-04 19:40:00,62.001,-167.5633,0.24,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",3,9,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300. freeze bongo 333",NA
2003,"SS0301",3,20030101139,"62-168","CAN","S","S",3,1,"Bering Sea","NBS",2003-10-04,2003-10-04 21:10:00,62.0032,-167.9678,NA,NA,NA,NA,NA,NA,2003-10-04 21:40:00,62.0017,-168.046,0.2279,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",278,725,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300",NA
2003,"SS0301",3,20030101074,"55.75-164","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-09,2003-09-09 21:00:00,55.768,-164.0087,NA,NA,NA,NA,NA,NA,2003-09-09 21:30:00,55.7287,-163.9948,0.2689,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",2368,8952,NA,"total wt calculated from subsample"
2004,"SS0401",3,20040101059,"56-167","CAN","S","S",0,4,"Bering Sea","SEBS",2004-09-01,2004-09-01 05:57:00,56.0173,-166.9548,NA,NA,NA,NA,NA,NA,2004-09-01 06:27:00,56.0432,-166.9065,0.2586,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",27821,49300,NA,NA
2004,"SS0401",3,20040101060,"56.5-167","CAN","S","S",0,4,"Bering Sea","SEBS",2004-09-01,2004-09-01 15:35:00,56.526,-167.0027,NA,NA,NA,NA,NA,NA,2004-09-01 16:05:00,56.5645,-167.0002,0.2664,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",32243,69000,NA,NA
2004,"SS0401",3,20040101061,"56.5-168","CAN","S","S",0,4,"Bering Sea","SEBS",2004-09-01,2004-09-01 20:19:00,56.5158,-167.994,NA,NA,NA,NA,NA,NA,2004-09-01 20:49:00,56.5482,-167.9902,0.2311,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",24351,27200,NA,NA
2004,"SS0401",3,20040101062,"57-168","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-02,2004-09-02 00:16:00,57.0118,-168.0072,NA,NA,NA,NA,NA,NA,2004-09-02 00:46:00,57.0433,-168.0098,0.2167,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",5770,5510,NA,NA
2004,"SS0401",3,20040101063,"57.5-168","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-02,2004-09-02 04:04:00,57.5213,-168.0042,NA,NA,NA,NA,NA,NA,2004-09-02 04:34:00,57.5587,-167.998,0.2573,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",10535,12200,NA,NA
2004,"SS0401",3,20040101064,"58-168","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-02,2004-09-02 15:28:00,58.027,-168.0005,NA,NA,NA,NA,NA,NA,2004-09-02 15:58:00,58.0638,-168.0042,0.2473,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",41092,79900,"stopped to take CTD within coccolithophore bloom",NA
2004,"SS0401",3,20040101065,"58.5-168","CAN","S","S",0,1,"Bering Sea","SEBS",2004-09-02,2004-09-02 19:36:00,58.5205,-168.0053,NA,NA,NA,NA,NA,NA,2004-09-02 20:06:00,58.557,-168.008,0.2451,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",6104,5500,"No coccolithophore bloom visible",NA
2004,"SS0401",3,20040101066,"59-168","CAN","S","S",0,1,"Bering Sea","SEBS",2004-09-02,2004-09-02 23:38:00,58.9747,-167.9952,NA,NA,NA,NA,NA,NA,2004-09-03 00:08:00,58.9368,-167.9772,0.2698,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",39018,94400,NA,NA
2004,"SS0401",3,20040101067,"59.5-168","CAN","S","S",0,1,"Bering Sea","SEBS",2004-09-03,2004-09-03 04:28:00,59.4788,-168.0017,NA,NA,NA,NA,NA,NA,2004-09-03 04:58:00,59.4493,-167.9918,0.2154,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",20923,80910,NA,NA
2004,"SS0401",3,20040101068,"59.5-169","CAN","S","S",0,1,"Bering Sea","SEBS",2004-09-03,2004-09-03 15:25:00,59.484,-168.983,NA,NA,NA,NA,NA,NA,2004-09-03 15:55:00,59.4675,-168.9367,0.194,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",14632,39200,NA,NA
2004,"SS0401",3,20040101069,"59-169","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-03,2004-09-03 19:37:00,59.0017,-168.9462,NA,NA,NA,NA,NA,NA,2004-09-03 20:07:00,59.0002,-168.8718,0.2636,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",14167,18700,NA,NA
2004,"SS0401",3,20040101070,"58.5-169","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-04,2004-09-04 00:11:00,58.4902,-168.9627,NA,NA,NA,NA,NA,NA,2004-09-04 00:41:00,58.4735,-168.9002,0.2574,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",12010,9200,"Towed in the coccolithophore bloom.  Also dropped ctd/bongo/juday when first entered the bloom, after tow 69.",NA
2004,"SS0401",3,20040101071,"58-169","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-04,2004-09-04 04:03:00,58.0028,-168.9717,NA,NA,NA,NA,NA,NA,2004-09-04 04:33:00,58.0158,-168.9167,0.2141,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",139386,317800,"realtime cable broke/went into block/out of bloom",NA
2004,"SS0401",3,20040101072,"57.5-169","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-04,2004-09-04 15:32:00,57.4742,-169.0077,NA,NA,NA,NA,NA,NA,2004-09-04 16:02:00,57.441,-169.0118,0.2165,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",7776,41000,"melanaster disaster; estimate of 3000 lbs jellyfish for tow",NA
2004,"SS0401",3,20040101073,"57-169","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-04,2004-09-04 20:28:00,57.0653,-168.9822,NA,NA,NA,NA,NA,NA,2004-09-04 20:58:00,57.1047,-168.9552,0.2821,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",264,695,"First attempt at set failed. Net fully deployed then hauled back, then re-deployed.  Did not dump codend, net did not fully open.",NA
2004,"SS0401",3,20040101074,"57-170","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-05,2004-09-05 01:19:00,57.0158,-169.979,NA,NA,NA,NA,NA,NA,2004-09-05 01:49:00,57.0103,-169.9518,0.106,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",6302,20440,"trawl distance seems short (1.75km) start and stop position, time, match original datasheets.",NA
2004,"SS0401",3,20040101075,"57.5-170","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-05,2004-09-05 05:28:00,57.5193,-169.9923,NA,NA,NA,NA,NA,NA,2004-09-05 05:58:00,57.5557,-169.9853,0.2456,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",12201,40140,NA,NA
2004,"SS0401",3,20040101076,"58-170","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-06,2004-09-06 18:10:00,58.022,-170.0267,NA,NA,NA,NA,NA,NA,2004-09-06 18:40:00,58.0633,-170.0687,0.3243,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",7032,22700,"no bongo or juday, we did drop the CTD (very marginal)",NA
2003,"SS0301",3,20030101145,"63-167","CAN","S","S",5,1,"Bering Sea","NBS",2003-10-05,2003-10-05 23:24:00,63.0223,-167.0045,NA,NA,NA,NA,NA,NA,2003-10-05 23:54:00,62.9875,-166.9973,0.2111,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",1,0,"Max. spread on door hook-up for remaining stations; 300400 is modified 400 into 300","no wt"
2003,"SS0301",3,20030101090,"58.75-163","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-13,2003-09-13 03:38:00,58.752,-162.992,NA,NA,NA,NA,NA,NA,2003-09-13 04:08:00,58.7505,-163.0777,0.2759,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",1,4,"weird current",NA
2003,"SS0301",3,20030101092,"58.25-162","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-13,2003-09-13 18:57:00,58.2598,-162.0408,NA,NA,NA,NA,NA,NA,2003-09-13 19:27:00,58.2438,-161.9782,0.2457,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",1,0,NA,"no wt"
2003,"SS0301",3,20030101095,"57.5-162","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-14,2003-09-14 02:08:00,57.5122,-162.0392,NA,NA,NA,NA,NA,NA,2003-09-14 02:38:00,57.492,-161.981,0.2498,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",72773,113285,NA,"total wt calculated from subsample"
2003,"SS0301",3,20030101105,"58-167.5","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-24,2003-09-24 02:21:00,58.0088,-167.459,NA,NA,NA,NA,NA,NA,2003-09-24 02:51:00,57.9993,-167.5247,0.1798,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",774,411,"Med. Spread on door hook-up; 300400 is modified 400 into 300",NA
2004,"SS0401",3,20040101034,"56-164","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-25,2004-08-25 15:40:00,55.976,-164.057,NA,NA,NA,NA,NA,NA,2004-08-25 16:10:00,55.9485,-164.1115,0.2715,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",110376,328700,"had trouble keeping net on top; kept sinking and collapsing",NA
2004,"SS0401",3,20040101038,"56.5-165","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-26,2004-08-26 15:48:00,56.5068,-164.97,NA,NA,NA,NA,NA,NA,2004-08-26 16:18:00,56.5205,-164.9225,0.2045,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",18265,25200,NA,NA
2004,"SS0401",3,20040101039,"57-165","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-26,2004-08-26 19:59:00,57.0018,-164.9773,NA,NA,NA,NA,NA,NA,2004-08-26 20:29:00,57.0117,-164.929,0.1931,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",15989,15700,NA,NA
2004,"SS0401",3,20040101040,"57.5-165","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-27,2004-08-27 00:02:00,57.5022,-164.9615,NA,NA,NA,NA,NA,NA,2004-08-27 00:32:00,57.5033,-164.8945,0.249,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",122750,167800,NA,NA
2004,"SS0401",3,20040101042,"58-166","CAN","S","S",0,1,"Bering Sea","SEBS",2004-08-27,2004-08-27 15:32:00,57.997,-165.9953,NA,NA,NA,NA,NA,NA,2004-08-27 16:02:00,57.967,-165.9643,0.2393,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",6154,7570,"Still smell smoke from Alaska fires.",NA
2004,"SS0401",3,20040101043,"58.5-166","CAN","S","S",0,1,"Bering Sea","SEBS",2004-08-27,2004-08-27 20:15:00,58.491,-166,NA,NA,NA,NA,NA,NA,2004-08-27 20:45:00,58.4635,-165.9772,0.1975,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",178098,420960,NA,NA
2004,"SS0401",3,20040101046,"59.5-167","CAN","S","S",0,1,"Bering Sea","SEBS",2004-08-28,2004-08-28 15:21:00,59.4883,-166.9657,NA,NA,NA,NA,NA,NA,2004-08-28 15:51:00,59.4687,-166.9007,0.2654,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",58,154,NA,NA
2004,"SS0401",3,20040101047,"59-167","CAN","S","S",0,1,"Bering Sea","SEBS",2004-08-28,2004-08-28 19:08:00,58.9848,-166.9783,NA,NA,NA,NA,NA,NA,2004-08-28 19:38:00,58.9623,-166.9333,0.2169,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",238148,732450,NA,NA
2004,"SS0401",3,20040101048,"58.5-167","CAN","S","S",0,1,"Bering Sea","SEBS",2004-08-28,2004-08-28 22:55:00,58.4928,-166.9875,NA,NA,NA,NA,NA,NA,2004-08-28 23:25:00,58.4815,-166.9435,0.172,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",13276,24560,NA,NA
2004,"SS0401",3,20040101049,"58-167","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-29,2004-08-29 03:04:00,57.992,-166.9673,NA,NA,NA,NA,NA,NA,2004-08-29 03:34:00,57.9748,-166.9055,0.2513,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",31467,35720,NA,NA
2004,"SS0401",3,20040101050,"57.5-167","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-29,2004-08-29 15:37:00,57.4945,-166.9668,NA,NA,NA,NA,NA,NA,2004-08-29 16:07:00,57.4807,-166.9035,0.2464,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",15094,26940,NA,NA
2004,"SS0401",3,20040101051,"57-167","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-29,2004-08-29 19:35:00,56.985,-166.9802,NA,NA,NA,NA,NA,NA,2004-08-29 20:05:00,56.9645,-166.9317,0.2279,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",9508,11520,NA,NA
2004,"SS0401",3,20040101052,"57-166","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-29,2004-08-29 23:54:00,56.9848,-165.9972,NA,NA,NA,NA,NA,NA,2004-08-30 00:24:00,56.9583,-165.9727,0.1961,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",10420,8810,NA,NA
2004,"SS0401",3,20040101053,"56.5-166","CAN","S","S",0,2,"Bering Sea","SEBS",2004-08-30,2004-08-30 03:55:00,56.4942,-165.9607,NA,NA,NA,NA,NA,NA,2004-08-30 04:25:00,56.4872,-165.8893,0.2727,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",21909,20270,NA,NA
2004,"SS0401",3,20040101054,"56-166","CAN","S","S",0,4,"Bering Sea","SEBS",2004-08-30,2004-08-30 15:37:00,55.9878,-166.0098,NA,NA,NA,NA,NA,NA,2004-08-30 16:07:00,55.9613,-166.0362,0.2135,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",8748,13200,NA,NA
2004,"SS0401",3,20040101055,"55.5-166","CAN","S","S",0,4,"Bering Sea","SEBS",2004-08-30,2004-08-30 19:36:00,55.4792,-165.994,NA,NA,NA,NA,NA,NA,2004-08-30 20:06:00,55.4448,-165.9862,0.2257,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",28496,134500,NA,NA
2005,"SS0501",3,20050101004,"57-160","CAN","S","S",0,2,"Bering Sea","SEBS",2005-08-16,2005-08-16 01:17:00,56.9988,-160.0333,NA,NA,NA,NA,NA,NA,2005-08-16 01:47:00,56.9907,-160.0768,0.1665,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",12622,25300,"3 washdown J. sockeye from station 3",NA
2005,"SS0501",3,20050101005,"57.5-159","CAN","S","S",0,1,"Bering Sea","SEBS",2005-08-16,2005-08-16 15:38:00,57.519,-159.0428,NA,NA,NA,NA,NA,NA,2005-08-16 16:08:00,57.5323,-159.0942,0.2,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",9416,8893,NA,NA
2004,"SS0401",3,20040101077,"58.5-170","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-06,2004-09-06 21:59:00,58.5195,-170.012,NA,NA,NA,NA,NA,NA,2004-09-06 22:29:00,58.5528,-170.041,0.2507,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",6678,7880,NA,NA
2004,"SS0401",3,20040101078,"59-170","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-07,2004-09-07 02:15:00,59.0158,-170.0157,NA,NA,NA,NA,NA,NA,2004-09-07 02:45:00,59.0417,-170.0537,0.2211,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",5616,8700,"Towing in the coccolithophore bloom; set the CTD after last tow within the bloom.",NA
2004,"SS0401",3,20040101079,"58.5-171","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-07,2004-09-07 17:01:00,58.5097,-171.0228,NA,NA,NA,NA,NA,NA,2004-09-07 17:31:00,58.5282,-171.084,0.2628,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",7921,8860,NA,NA
2004,"SS0401",3,20040101080,"59-171","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-07,2004-09-07 21:00:00,59.0163,-171.0327,NA,NA,NA,NA,NA,NA,2004-09-07 21:30:00,59.0332,-171.0957,0.2565,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",4749,12300,NA,NA
2004,"SS0401",3,20040101081,"59.5-171","CAN","S","S",0,2,"Bering Sea","SEBS",2004-09-08,2004-09-08 01:13:00,59.512,-171.0257,NA,NA,NA,NA,NA,NA,2004-09-08 01:43:00,59.524,-171.0845,0.219,"km2",30,934083,"Pollock","Gadus chalcogrammus","A0",14381,40700,"Last Haul Leg 1",NA
