"","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter","event_notes","specimen_notes"
"16",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",190,"TL",66,NA,NA,NA,1,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.","DIET "
"17",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",201,"TL",60,NA,NA,NA,1,NA,NA,287,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.","DIET "
"18",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",220,"TL",90,NA,NA,NA,1,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.","DIET "
"19",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",222,"TL",108,NA,NA,NA,1,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.","DIET "
"20",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",226,"TL",100,NA,NA,NA,1,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.","DIET "
"21",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",150,"TL",NA,NA,NA,NA,0,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"22",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",155,"TL",NA,NA,NA,NA,0,NA,NA,474,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"23",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",159,"TL",NA,NA,NA,NA,0,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"24",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",159,"TL",NA,NA,NA,NA,0,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"25",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",159,"TL",NA,NA,NA,NA,0,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"26",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",159,"TL",NA,NA,NA,NA,0,NA,NA,515,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"27",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",159,"TL",NA,NA,NA,NA,0,NA,NA,534,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"28",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",160,"TL",NA,NA,NA,NA,0,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"29",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",160,"TL",NA,NA,NA,NA,0,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"30",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",160,"TL",NA,NA,NA,NA,0,NA,NA,520,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"31",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",161,"TL",38,NA,NA,NA,0,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"32",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",162,"TL",NA,NA,NA,NA,0,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"33",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",162,"TL",NA,NA,NA,NA,0,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"34",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",162,"TL",NA,NA,NA,NA,0,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"35",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",162,"TL",NA,NA,NA,NA,0,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"36",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",163,"TL",NA,NA,NA,NA,0,NA,NA,396,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"37",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",163,"TL",NA,NA,NA,NA,0,NA,NA,439,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"38",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",163,"TL",NA,NA,NA,NA,0,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"39",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",163,"TL",NA,NA,NA,NA,0,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"40",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",163,"TL",NA,NA,NA,NA,0,NA,NA,548,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"41",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",164,"TL",NA,NA,NA,NA,0,NA,NA,517,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"42",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",164,"TL",NA,NA,NA,NA,0,NA,NA,552,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"43",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",164,"TL",36,NA,NA,NA,0,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"44",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",165,"TL",NA,NA,NA,NA,0,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"45",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",165,"TL",NA,NA,NA,NA,0,NA,NA,551,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"46",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",166,"TL",NA,NA,NA,NA,0,NA,NA,394,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"47",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",166,"TL",NA,NA,NA,NA,0,NA,NA,437,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"48",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",166,"TL",NA,NA,NA,NA,0,NA,NA,455,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"49",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",166,"TL",NA,NA,NA,NA,0,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"50",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",166,"TL",40,NA,NA,NA,0,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"51",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",167,"TL",NA,NA,NA,NA,0,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"52",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",167,"TL",NA,NA,NA,NA,0,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"53",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",167,"TL",NA,NA,NA,NA,0,NA,NA,542,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"54",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",167,"TL",NA,NA,NA,NA,0,NA,NA,547,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"55",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"56",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"57",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"58",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,421,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"59",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,429,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"60",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,499,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"61",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,505,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"62",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",NA,NA,NA,NA,0,NA,NA,526,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"63",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",168,"TL",42,NA,NA,NA,0,NA,NA,376,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"64",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",169,"TL",NA,NA,NA,NA,0,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"65",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",169,"TL",NA,NA,NA,NA,0,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"66",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",169,"TL",NA,NA,NA,NA,0,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"67",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",169,"TL",36,NA,NA,NA,0,NA,NA,297,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"68",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",NA,NA,NA,NA,0,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"69",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",NA,NA,NA,NA,0,NA,NA,493,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"70",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",NA,NA,NA,NA,0,NA,NA,498,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"71",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",NA,NA,NA,NA,0,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"72",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",40,NA,NA,NA,0,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
"73",2014,2014-08-20,"DY1408",3,20140308010,"CAN","G","S",0,"56.5-163",2,"Bering Sea","SEBS",56.531,-162.978,934083,"Pollock","Gadus chalcogrammus","U",NA,"U",170,"TL",42,NA,NA,NA,0,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,"Footrope depth based on ITI sensor 21-23m.  Vessel speed 4.1-4.2.",NA
